rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
115,Laura Kjær,DK,30,115,115,Finisher,716,F30-34,4082,1:07:08,1:07:08,48,233,233,0:04:12,0:04:12,6:28:14,6:28:14,40,162,162,0:03:09,0:03:09,3:27:49,3:27:49,30,115,115,11:10:33
116,Steffi Steinberg,,17,116,116,Finisher,765,F40-44,4454,1:01:20,1:01:20,16,100,100,0:04:42,0:04:42,6:10:47,6:10:47,8,73,73,0:03:22,0:03:22,3:50:36,3:50:36,17,116,116,11:10:47
117,Claire Rendall,GB,2,117,117,Finisher,1105,F18-24,4977,0:57:57,0:57:57,3,58,58,0:06:47,0:06:47,6:16:08,6:16:08,2,85,85,0:04:09,0:04:09,3:45:53,3:45:53,2,117,117,11:10:54
118,Elena Braun,DE,31,118,118,Finisher,621,F30-34,4067,1:06:40,1:06:40,44,220,220,0:05:53,0:05:53,6:02:45,6:02:45,15,71,71,0:04:43,0:04:43,3:51:47,3:51:47,31,118,118,11:11:49
119,Kristina Koepke,DE,32,119,119,Finisher,601,F30-34,4056,1:02:59,1:02:59,26,128,128,0:04:15,0:04:15,5:57:30,5:57:30,8,54,54,0:03:36,0:03:36,4:04:25,4:04:25,32,119,119,11:12:44
120,Sally Emerson,GB,10,120,120,Finisher,1201,F25-29,4340,1:18:01,1:18:01,78,664,664,0:04:27,0:04:27,6:31:59,6:31:59,38,278,278,0:03:54,0:03:54,3:15:02,3:15:02,10,120,120,11:13:24
121,Sarah Widder,,18,121,121,Finisher,131,F35-39,4076,1:07:58,1:07:58,22,263,263,0:04:30,0:04:30,5:58:22,5:58:22,5,60,60,0:03:43,0:03:43,3:59:00,3:59:00,18,121,121,11:13:31
122,Katie Good,IE,33,122,122,Finisher,580,F30-34,4033,1:08:17,1:08:17,65,279,279,0:05:15,0:05:15,6:39:45,6:39:45,70,268,268,0:03:49,0:03:49,3:17:31,3:17:31,33,122,122,11:14:38
123,Elise Pozzebon,,3,123,123,Finisher,1115,F18-24,4927,0:58:35,0:58:35,6,69,69,0:04:01,0:04:01,6:28:03,6:28:03,4,121,121,0:04:24,0:04:24,3:39:59,3:39:59,3,123,123,11:15:02
124,Lorenza Kessler,CH,34,124,124,Finisher,697,F30-34,4022,1:08:41,1:08:41,66,294,294,0:04:03,0:04:03,6:15:34,6:15:34,29,114,114,0:02:56,0:02:56,3:44:18,3:44:18,34,124,124,11:15:33
125,Emily Herridge,GB,35,125,125,Finisher,711,F30-34,4020,1:03:23,1:03:23,28,138,138,0:05:46,0:05:46,6:19:07,6:19:07,28,113,113,0:03:07,0:03:07,3:44:20,3:44:20,35,125,125,11:15:44
126,Stephanie Mitchell,US,36,126,126,Finisher,605,F30-34,4008,1:14:31,1:14:31,99,546,546,0:07:18,0:07:18,6:26:36,6:26:36,58,229,229,0:04:49,0:04:49,3:23:30,3:23:30,36,126,126,11:16:43
127,Chinouk Tschan,CH,4,127,127,Finisher,1096,F18-24,4890,0:58:32,0:58:32,5,68,68,0:04:40,0:04:40,6:17:32,6:17:32,1,84,84,0:03:09,0:03:09,3:54:15,3:54:15,4,127,127,11:18:09
128,Jennifer Vollmann,US,18,128,128,Finisher,870,F40-44,4365,1:05:40,1:05:40,35,194,194,0:05:40,0:05:40,6:19:38,6:19:38,20,122,122,0:06:22,0:06:22,3:40:54,3:40:54,18,128,128,11:18:14
129,Jacqui Graham,AU,37,129,129,Finisher,597,F30-34,3984,1:07:58,1:07:58,60,262,262,0:06:27,0:06:27,6:29:16,6:29:16,49,189,189,0:05:41,0:05:41,3:29:24,3:29:24,37,129,129,11:18:45
130,Manon Lequet,FR,5,130,130,Finisher,1119,F18-24,4882,1:08:06,1:08:06,14,266,266,0:04:42,0:04:42,6:14:53,6:14:53,3,111,111,0:03:02,0:03:02,3:48:05,3:48:05,5,130,130,11:18:48
131,Victoria Ayriss,GB,19,131,131,Finisher,268,F35-39,4011,1:11:55,1:11:55,62,434,434,0:04:30,0:04:30,6:20:09,6:20:09,18,145,145,0:03:18,0:03:18,3:39:02,3:39:02,19,131,131,11:18:54
132,Beatrix Cser,HU,5,132,132,Finisher,1313,F45-49,4305,1:11:37,1:11:37,47,423,423,0:05:41,0:05:41,6:06:57,6:06:57,7,100,100,0:04:57,0:04:57,3:50:08,3:50:08,5,132,132,11:19:21
133,Alexandra Vano,FR,38,133,133,Finisher,562,F30-34,3972,1:03:51,1:03:51,32,144,144,0:04:36,0:04:36,6:24:18,6:24:18,31,125,125,0:03:46,0:03:46,3:43:15,3:43:15,38,133,133,11:19:45
134,Monika Tschudi,CH,19,134,134,Finisher,844,F40-44,4347,1:19:59,1:19:59,118,738,738,0:05:21,0:05:21,6:20:16,6:20:16,32,212,212,0:03:47,0:03:47,3:30:24,3:30:24,19,134,134,11:19:46
135,Marie Justet,FR,20,135,135,Finisher,152,F35-39,4000,1:14:20,1:14:20,79,535,535,0:05:48,0:05:48,6:26:55,6:26:55,30,221,221,0:04:20,0:04:20,3:28:26,3:28:26,20,135,135,11:19:50
136,Fanny Belais,CH,11,136,136,Finisher,1158,F25-29,4262,1:06:41,1:06:41,37,221,221,0:04:31,0:04:31,6:25:11,6:25:11,12,143,143,0:02:50,0:02:50,3:40:38,3:40:38,11,136,136,11:19:51
137,Chantel Coetzer,ZA,20,137,137,Finisher,903,F40-44,4333,1:11:22,1:11:22,73,410,410,0:05:30,0:05:30,6:21:50,6:21:50,25,152,152,0:06:02,0:06:02,3:36:10,3:36:10,20,137,137,11:20:54
138,Sarah Pearce-Gieck,CA,6,138,138,Finisher,1396,F45-49,4282,1:07:07,1:07:07,20,231,231,0:05:28,0:05:28,6:24:24,6:24:24,12,147,147,0:04:53,0:04:53,3:39:24,3:39:24,6,138,138,11:21:16
139,Aimee Phillippi-Taylor,US,7,139,139,Finisher,1355,F45-49,4269,1:10:32,1:10:32,33,369,369,0:06:27,0:06:27,6:32:42,6:32:42,22,234,234,0:09:46,0:09:46,3:22:50,3:22:50,7,139,139,11:22:17
140,Antonia Luchini,AT,21,140,140,Finisher,178,F35-39,3965,1:14:15,1:14:15,77,528,528,0:04:40,0:04:40,6:35:15,6:35:15,35,275,275,0:04:21,0:04:21,3:24:12,3:24:12,21,140,140,11:22:44
141,Estelle Molas,,39,141,141,Finisher,590,F30-34,3933,1:02:27,1:02:27,19,114,114,0:05:21,0:05:21,6:19:18,6:19:18,26,109,109,0:03:31,0:03:31,3:52:23,3:52:23,39,141,141,11:23:00
142,Karine Guillot,FR,8,142,142,Finisher,1392,F45-49,4258,1:17:48,1:17:48,87,656,656,0:06:03,0:06:03,6:27:30,6:27:30,25,253,253,0:02:58,0:02:58,3:28:56,3:28:56,8,142,142,11:23:15
143,Paula Munoz Valencia,CL,21,143,143,Finisher,889,F40-44,4301,1:00:29,1:00:29,13,88,88,0:06:05,0:06:05,6:46:30,6:46:30,41,266,266,0:05:27,0:05:27,3:25:02,3:25:02,21,143,143,11:23:33
144,Rosaline Wedzinga,NL,40,144,144,Finisher,595,F30-34,3925,1:08:15,1:08:15,63,274,274,0:04:35,0:04:35,6:27:12,6:27:12,41,164,164,0:06:50,0:06:50,3:36:47,3:36:47,40,144,144,11:23:38
145,Angela Fogarolli,IT,9,145,145,Finisher,1400,F45-49,4252,1:13:04,1:13:04,60,472,472,0:03:08,0:03:08,6:24:16,6:24:16,16,170,170,0:05:17,0:05:17,3:38:00,3:38:00,9,145,145,11:23:46
146,Ingrid Eelkema,NL,10,146,146,Finisher,1466,F45-49,4251,0:58:46,0:58:46,4,70,70,0:03:56,0:03:56,6:27:04,6:27:04,8,117,117,0:03:09,0:03:09,3:50:54,3:50:54,10,146,146,11:23:49
147,Anna Sparrow,GB,41,147,147,Finisher,643,F30-34,3919,1:01:44,1:01:44,17,102,102,0:06:28,0:06:28,6:32:35,6:32:35,42,172,172,0:06:56,0:06:56,3:36:24,3:36:24,41,147,147,11:24:08
148,Alessandra Derme,,42,148,148,Finisher,604,F30-34,3908,0:59:52,0:59:52,14,79,79,0:07:30,0:07:30,6:25:24,6:25:24,32,126,126,0:06:29,0:06:29,3:45:52,3:45:52,42,148,148,11:25:07
149,Julia Curry,,22,149,149,Finisher,249,F35-39,3936,1:08:34,1:08:34,25,289,289,0:05:14,0:05:14,6:26:54,6:26:54,24,171,171,0:03:45,0:03:45,3:40:45,3:40:45,22,149,149,11:25:12
150,Pizza Natascia,IT,4,150,150,Finisher,1030,F50-54,4514,1:14:09,1:14:09,40,525,525,0:06:54,0:06:54,6:29:10,6:29:10,13,242,242,0:03:42,0:03:42,3:31:40,3:31:40,4,150,150,11:25:34
151,Haley Thaning,US,12,151,151,Finisher,1207,F25-29,4184,0:50:50,0:50:50,1,12,12,0:04:58,0:04:58,6:49:24,6:49:24,25,205,205,0:04:33,0:04:33,3:36:36,3:36:36,12,151,151,11:26:21
152,Francesca Ritchie,GB,43,152,152,Finisher,653,F30-34,3891,1:07:56,1:07:56,59,260,260,0:05:11,0:05:11,6:28:52,6:28:52,47,182,182,0:04:10,0:04:10,3:40:21,3:40:21,43,152,152,11:26:31
153,Jennie Hansen,US,22,153,153,Finisher,906,F40-44,4265,1:04:47,1:04:47,28,165,165,0:04:39,0:04:39,6:27:29,6:27:29,24,146,146,0:03:37,0:03:37,3:46:01,3:46:01,22,153,153,11:26:33
154,Katja Schneider,DE,23,154,154,Finisher,223,F35-39,3919,1:14:21,1:14:21,80,537,537,0:05:22,0:05:22,6:25:16,6:25:16,28,201,201,0:04:37,0:04:37,3:36:59,3:36:59,23,154,154,11:26:34
155,Celine Ferrier,FR,44,155,155,Finisher,682,F30-34,3889,1:05:25,1:05:25,41,187,187,0:04:12,0:04:12,6:26:48,6:26:48,36,144,144,0:04:17,0:04:17,3:45:57,3:45:57,44,155,155,11:26:39
156,Renee Swinson,US,11,156,156,Finisher,1255,F45-49,4209,1:12:12,1:12:12,56,448,448,0:04:39,0:04:39,6:03:15,6:03:15,4,80,80,0:05:43,0:05:43,4:01:31,4:01:31,11,156,156,11:27:21
157,Taryn Murray,,24,157,157,Finisher,176,F35-39,3902,1:10:35,1:10:35,48,370,370,0:06:06,0:06:06,6:39:33,6:39:33,39,288,288,0:05:44,0:05:44,3:25:59,3:25:59,24,157,157,11:27:59
158,Johanna Novak,AT,25,158,158,Finisher,126,F35-39,3894,1:18:11,1:18:11,90,671,671,0:04:04,0:04:04,6:17:01,6:17:01,20,158,158,0:05:07,0:05:07,3:44:18,3:44:18,25,158,158,11:28:40
159,Bozena Jaskowska,,12,159,159,Finisher,1410,F45-49,4188,1:11:50,1:11:50,51,431,431,0:05:08,0:05:08,6:28:39,6:28:39,18,213,213,0:04:56,0:04:56,3:38:30,3:38:30,12,159,159,11:29:04
160,Beate Van Loo-Born,,13,160,160,Finisher,1475,F45-49,4187,1:15:07,1:15:07,70,573,573,0:05:52,0:05:52,6:23:53,6:23:53,17,198,198,0:05:31,0:05:31,3:38:48,3:38:48,13,160,160,11:29:11
161,Toinette Del Castello,,23,161,161,Finisher,886,F40-44,4231,1:05:27,1:05:27,33,189,189,0:04:04,0:04:04,6:38:30,6:38:30,35,227,227,0:03:34,0:03:34,3:37:47,3:37:47,23,161,161,11:29:22
162,Ashley Cheff,US,13,162,162,Finisher,1149,F25-29,4146,1:05:43,1:05:43,30,195,195,0:04:50,0:04:50,6:37:34,6:37:34,30,228,228,0:03:30,0:03:30,3:37:54,3:37:54,13,162,162,11:29:31
163,Svenja Staehr,DE,14,163,163,Finisher,1145,F25-29,4143,1:04:30,1:04:30,27,160,160,0:04:07,0:04:07,6:37:46,6:37:46,26,216,216,0:04:19,0:04:19,3:39:06,3:39:06,14,163,163,11:29:48
164,Elise Farrazijn,,15,164,164,Finisher,1144,F25-29,4134,1:03:55,1:03:55,26,146,146,0:05:05,0:05:05,6:29:45,6:29:45,14,154,154,0:03:28,0:03:28,3:48:18,3:48:18,15,164,164,11:30:31
165,Cyra Crone,DE,16,165,165,Finisher,1198,F25-29,4127,1:09:59,1:09:59,49,343,343,0:04:03,0:04:03,6:26:14,6:26:14,18,168,168,0:03:35,0:03:35,3:47:17,3:47:17,16,165,165,11:31:08
166,Nolwenn Daniel,FR,24,166,166,Finisher,832,F40-44,4210,1:06:24,1:06:24,41,211,211,0:03:33,0:03:33,6:31:30,6:31:30,28,179,179,0:03:25,0:03:25,3:46:18,3:46:18,24,166,166,11:31:09
167,Caroline Corfitzen,,45,167,167,Finisher,699,F30-34,3831,1:11:50,1:11:50,82,430,430,0:05:23,0:05:23,6:34:41,6:34:41,67,260,260,0:05:08,0:05:08,3:34:29,3:34:29,45,167,167,11:31:32
168,Victoria Waight,GB,26,168,168,Finisher,227,F35-39,3851,1:05:06,1:05:06,17,184,184,0:04:08,0:04:08,6:25:01,6:25:01,17,137,137,0:04:00,0:04:00,3:54:02,3:54:02,26,168,168,11:32:17
169,Loubna Freih,CH,1,169,169,Finisher,449,F55-59,5000,1:12:36,1:12:36,20,458,458,0:05:50,0:05:50,6:16:09,6:16:09,2,138,138,0:03:51,0:03:51,3:53:51,3:53:51,1,169,169,11:32:17
170,Heidi Wouters,BE,14,170,170,Finisher,1350,F45-49,4149,1:11:26,1:11:26,41,413,413,0:04:55,0:04:55,6:17:28,6:17:28,10,132,132,0:05:24,0:05:24,3:53:06,3:53:06,14,170,170,11:32:18
171,Tomo Greer,,17,171,171,Finisher,1148,F25-29,4109,1:04:56,1:04:56,29,173,173,0:05:13,0:05:13,6:33:40,6:33:40,22,190,190,0:06:31,0:06:31,3:42:20,3:42:20,17,171,171,11:32:40
172,Estée Chiara Larivière,GB,46,172,172,Finisher,637,F30-34,3813,1:03:59,1:03:59,33,148,148,0:04:09,0:04:09,6:25:13,6:25:13,34,129,129,0:05:10,0:05:10,3:54:30,3:54:30,46,172,172,11:33:01
173,Maaike Ryngaert,BE,15,173,173,Finisher,1429,F45-49,4140,1:13:04,1:13:04,59,471,471,0:05:14,0:05:14,6:42:20,6:42:20,31,317,317,0:04:37,0:04:37,3:27:48,3:27:48,15,173,173,11:33:02
174,Jennifer Smith,US,5,174,174,Finisher,932,F50-54,4423,1:09:56,1:09:56,22,340,340,0:05:06,0:05:06,6:26:58,6:26:58,7,183,183,0:07:05,0:07:05,3:44:02,3:44:02,5,174,174,11:33:07
175,Tessa Bergsma,NL,18,175,175,Finisher,1208,F25-29,4097,1:10:54,1:10:54,56,382,382,0:05:03,0:05:03,6:23:05,6:23:05,15,156,156,0:04:57,0:04:57,3:49:39,3:49:39,18,175,175,11:33:38
176,Nicole Brunt,AU,47,176,176,Finisher,667,F30-34,3803,1:10:12,1:10:12,72,354,354,0:05:50,0:05:50,6:34:50,6:34:50,61,248,248,0:05:26,0:05:26,3:37:31,3:37:31,47,176,176,11:33:48
177,Anna Schaefer,DE,27,177,177,Finisher,165,F35-39,3825,1:09:26,1:09:26,34,324,324,0:05:49,0:05:49,6:39:21,6:39:21,36,280,280,0:03:32,0:03:32,3:36:17,3:36:17,27,177,177,11:34:25
178,Lindsey Amerson,US,25,178,178,Finisher,841,F40-44,4170,1:10:08,1:10:08,66,353,353,0:05:09,0:05:09,6:20:20,6:20:20,22,141,141,0:04:37,0:04:37,3:54:13,3:54:13,25,178,178,11:34:27
179,Trine Brask,DK,6,179,179,Finisher,960,F50-54,4407,1:18:37,1:18:37,64,693,693,0:04:15,0:04:15,6:21:56,6:21:56,8,195,195,0:06:19,0:06:19,3:43:20,3:43:20,6,179,179,11:34:28
180,Noémie LETZELTER,,19,180,180,Finisher,1155,F25-29,4087,1:00:58,1:00:58,18,95,95,0:04:49,0:04:49,6:27:27,6:27:27,11,128,128,0:04:20,0:04:20,3:56:56,3:56:56,19,180,180,11:34:30
181,Aleksandra Kieda,,48,181,181,Finisher,530,F30-34,3795,1:16:42,1:16:42,112,620,620,0:04:12,0:04:12,6:31:04,6:31:04,68,261,261,0:04:09,0:04:09,3:38:23,3:38:23,48,181,181,11:34:30
182,Louise Schnoor Hansen,DK,20,182,182,Finisher,1157,F25-29,4083,1:10:06,1:10:06,50,349,349,0:04:32,0:04:32,6:34:54,6:34:54,31,232,232,0:04:38,0:04:38,3:40:39,3:40:39,20,182,182,11:34:49
183,Marialuz Arellano,,7,183,183,Finisher,1026,F50-54,4394,1:14:22,1:14:22,42,538,538,0:05:03,0:05:03,6:30:07,6:30:07,11,233,233,0:04:40,0:04:40,3:41:22,3:41:22,7,183,183,11:35:34
184,Alexandra Rechel,DE,8,184,184,Finisher,994,F50-54,4394,1:12:34,1:12:34,28,457,457,0:04:41,0:04:41,6:13:20,6:13:20,3,120,120,0:04:00,0:04:00,4:01:00,4:01:00,8,184,184,11:35:35
185,Audrey Zerbini,FR,9,185,185,Finisher,1071,F50-54,4393,1:05:35,1:05:35,8,192,192,0:05:06,0:05:06,6:39:19,6:39:19,12,237,237,0:04:36,0:04:36,3:41:04,3:41:04,9,185,185,11:35:39
186,Silke Piri,DE,26,186,186,Finisher,890,F40-44,4155,1:28:27,1:28:27,142,980,981,0:05:25,0:05:25,6:29:39,6:29:39,53,333,333,0:04:13,0:04:13,3:28:03,3:28:03,26,186,186,11:35:46
187,Tuula Vesalainen,FI,28,187,187,Finisher,242,F35-39,3805,1:10:23,1:10:23,43,359,359,0:04:09,0:04:09,6:36:56,6:36:56,32,255,255,0:03:02,0:03:02,3:41:35,3:41:35,28,187,187,11:36:05
188,Anette Zukker,EE,21,188,188,Finisher,1178,F25-29,4066,1:06:44,1:06:44,38,224,224,0:05:24,0:05:24,6:32:50,6:32:50,24,202,202,0:04:36,0:04:36,3:46:36,3:46:36,21,188,188,11:36:11
189,Ashleigh Mason,GB,22,189,189,Finisher,1210,F25-29,4063,0:59:43,0:59:43,11,76,76,0:06:08,0:06:08,6:33:33,6:33:33,16,161,161,0:04:35,0:04:35,3:52:27,3:52:27,22,189,189,11:36:27
190,Neeltje Adriana Baldé,,27,190,190,Finisher,816,F40-44,4139,1:10:44,1:10:44,70,378,378,0:04:14,0:04:14,6:31:45,6:31:45,33,220,220,0:03:31,0:03:31,3:46:48,3:46:48,27,190,190,11:37:02
191,Sophie Prach,FR,49,191,191,Finisher,577,F30-34,3759,1:03:32,1:03:32,30,141,141,0:06:00,0:06:00,6:36:01,6:36:01,56,210,210,0:05:01,0:05:01,3:46:54,3:46:54,49,191,191,11:37:28
192,Gemma Freeman,GB,29,192,192,Finisher,185,F35-39,3785,1:08:47,1:08:47,26,299,299,0:05:04,0:05:04,6:12:04,6:12:04,13,102,102,0:05:11,0:05:11,4:06:43,4:06:43,29,192,192,11:37:48
193,Katrina Shores,NZ,28,193,193,Finisher,770,F40-44,4127,1:04:45,1:04:45,27,164,164,0:05:28,0:05:28,6:35:21,6:35:21,31,211,211,0:03:32,0:03:32,3:48:57,3:48:57,28,193,193,11:38:02
194,Clémence Decoene,FR,50,194,194,Finisher,674,F30-34,3749,1:13:52,1:13:52,90,511,511,0:05:02,0:05:02,6:22:44,6:22:44,46,181,181,0:03:27,0:03:27,3:53:13,3:53:13,50,194,194,11:38:19
195,Mia Keller,US,23,195,195,Finisher,1225,F25-29,4039,0:59:52,0:59:52,13,80,80,0:04:11,0:04:11,6:42:26,6:42:26,27,217,217,0:03:40,0:03:40,3:48:17,3:48:17,23,195,195,11:38:27
196,Sabrina Kuhrn,AT,51,196,196,Finisher,574,F30-34,3748,1:20:50,1:20:50,131,762,763,0:05:25,0:05:25,6:20:20,6:20:20,57,219,219,0:05:48,0:05:48,3:46:04,3:46:04,51,196,196,11:38:27
197,Mathilde Cartier,,52,197,197,Finisher,615,F30-34,3746,1:04:02,1:04:02,35,150,150,0:07:35,0:07:35,6:21:12,6:21:12,33,127,127,0:06:04,0:06:04,3:59:40,3:59:40,52,197,197,11:38:33
198,Pauline Caudan,FR,24,198,198,Finisher,1134,F25-29,4038,1:10:13,1:10:13,52,355,355,0:05:55,0:05:55,6:26:30,6:26:30,19,185,185,0:04:46,0:04:46,3:51:10,3:51:10,24,198,198,11:38:34
199,Cindy Cortes,CR,53,199,199,Finisher,639,F30-34,3743,1:14:24,1:14:24,98,541,541,0:05:08,0:05:08,6:37:46,6:37:46,74,292,292,0:06:11,0:06:11,3:35:18,3:35:18,53,199,199,11:38:48
200,Julie Hemar,FR,29,200,200,Finisher,780,F40-44,4117,1:10:31,1:10:31,68,366,366,0:05:36,0:05:36,6:24:41,6:24:41,27,173,173,0:04:04,0:04:04,3:54:00,3:54:00,29,200,200,11:38:52
201,Elke Dom,,10,201,201,Finisher,1082,F50-54,4347,1:10:19,1:10:19,24,357,357,0:05:17,0:05:17,6:25:31,6:25:31,6,177,177,0:07:31,0:07:31,3:50:48,3:50:48,10,201,201,11:39:27
202,Susanne Åkerberg,SE,2,202,202,Finisher,485,F55-59,4912,1:13:33,1:13:33,24,492,492,0:05:06,0:05:06,6:26:20,6:26:20,4,203,203,0:06:15,0:06:15,3:48:19,3:48:19,2,202,202,11:39:34
203,Abigail Bainbridge,GB,54,203,203,Finisher,625,F30-34,3734,0:55:50,0:55:50,5,31,31,0:04:43,0:04:43,6:38:49,6:38:49,39,159,159,0:04:58,0:04:58,3:55:14,3:55:14,54,203,203,11:39:35
204,Leah Roberts,US,30,204,204,Finisher,826,F40-44,4107,1:01:20,1:01:20,15,99,99,0:05:17,0:05:17,6:15:00,6:15:00,12,89,89,0:03:35,0:03:35,4:14:33,4:14:33,30,204,204,11:39:44
205,Isabella Buttaci,US,25,205,205,Finisher,1244,F25-29,4023,0:55:54,0:55:54,6,33,33,0:06:17,0:06:17,6:57:51,6:57:51,43,311,311,0:04:39,0:04:39,3:35:08,3:35:08,25,205,205,11:39:47
206,KERRY HICKSON,GB,16,206,206,Finisher,1459,F45-49,4058,0:56:19,0:56:19,2,40,40,0:04:07,0:04:07,6:34:29,6:34:29,11,140,140,0:05:17,0:05:17,3:59:42,3:59:42,16,206,206,11:39:55
207,April Rice,,31,207,207,Finisher,766,F40-44,4104,1:04:21,1:04:21,25,154,154,0:05:44,0:05:44,6:40:29,6:40:29,36,246,246,0:05:28,0:05:28,3:43:54,3:43:54,31,207,207,11:39:57
208,Jenny Marshall,,30,208,208,Finisher,254,F35-39,3759,1:10:24,1:10:24,44,360,360,0:06:47,0:06:47,6:27:56,6:27:56,29,204,204,0:08:16,0:08:16,3:46:36,3:46:36,30,208,208,11:39:58
209,Christina Howard,,55,209,209,Finisher,720,F30-34,3718,1:11:16,1:11:16,80,400,400,0:05:56,0:05:56,6:36:32,6:36:32,71,271,271,0:04:48,0:04:48,3:42:22,3:42:22,55,209,209,11:40:55
210,Sally Salter,,3,210,210,Finisher,489,F55-59,4890,1:15:00,1:15:00,31,568,568,0:07:16,0:07:16,6:11:29,6:11:29,1,131,131,0:06:25,0:06:25,4:01:15,4:01:15,3,210,210,11:41:25
211,Maria Mai,DE,32,211,211,Finisher,876,F40-44,4083,1:04:58,1:04:58,31,174,174,0:05:14,0:05:14,6:33:39,6:33:39,30,192,192,0:04:54,0:04:54,3:52:59,3:52:59,32,211,211,11:41:45
212,Christine Bruno,,31,212,212,Finisher,253,F35-39,3736,1:00:26,1:00:26,1,86,86,0:05:33,0:05:33,6:51:40,6:51:40,41,295,295,0:06:39,0:06:39,3:37:33,3:37:33,31,212,212,11:41:52
213,Emilie Bonnet,FR,26,213,213,Finisher,1136,F25-29,3998,1:06:27,1:06:27,35,215,215,0:04:27,0:04:27,6:33:25,6:33:25,23,194,194,0:04:57,0:04:57,3:52:36,3:52:36,26,213,213,11:41:52
214,Laurence Desmet,,56,214,214,Finisher,703,F30-34,3691,1:10:18,1:10:18,73,356,356,0:07:12,0:07:12,6:34:25,6:34:25,66,259,259,0:06:45,0:06:45,3:44:29,3:44:29,56,214,214,11:43:09
215,Katie Devlin,IE,57,215,215,Finisher,571,F30-34,3679,1:17:52,1:17:52,121,659,659,0:07:48,0:07:48,6:40:30,6:40:30,81,346,346,0:06:47,0:06:47,3:31:10,3:31:10,57,215,215,11:44:08
216,Pauline Selleslagh,,32,216,216,Finisher,270,F35-39,3708,1:04:29,1:04:29,8,159,159,0:03:43,0:03:43,6:50:11,6:50:11,42,301,301,0:03:48,0:03:48,3:42:00,3:42:00,32,216,216,11:44:10
217,Deyanira Esterlina Rodriguez Larreca,IT,33,217,217,Finisher,193,F35-39,3702,1:20:02,1:20:02,98,741,741,0:05:11,0:05:11,6:45:40,6:45:40,56,380,380,0:05:28,0:05:28,3:28:18,3:28:18,33,217,217,11:44:39
218,Caro Van Der Smissen,BE,27,218,218,Finisher,1250,F25-29,3964,1:10:55,1:10:55,57,384,384,0:05:16,0:05:16,6:30:20,6:30:20,28,218,218,0:06:02,0:06:02,3:52:11,3:52:11,27,218,218,11:44:44
219,Anastasiia Krichmara,,34,219,219,Finisher,265,F35-39,3701,1:27:16,1:27:16,126,953,954,0:03:53,0:03:53,6:24:08,6:24:08,38,284,284,0:03:22,0:03:22,3:46:08,3:46:08,34,219,219,11:44:47
220,Giada Cananzi,IT,28,220,220,Finisher,1195,F25-29,3956,1:08:08,1:08:08,42,268,268,0:05:34,0:05:34,6:46:21,6:46:21,44,312,312,0:04:33,0:04:33,3:40:43,3:40:43,28,220,220,11:45:21
221,Victoria Randall,GB,33,221,221,Finisher,859,F40-44,4038,1:09:39,1:09:39,62,330,330,0:05:14,0:05:14,6:36:51,6:36:51,38,256,256,0:04:53,0:04:53,3:48:52,3:48:52,33,221,221,11:45:28
222,Sophia Vorderwülbecke,DE,58,222,222,Finisher,705,F30-34,3658,1:07:26,1:07:26,54,247,247,0:04:59,0:04:59,6:55:05,6:55:05,85,357,357,0:04:22,0:04:22,3:34:02,3:34:02,58,222,222,11:45:55
223,Vera Sophie Jegminat,DE,59,223,223,Finisher,650,F30-34,3655,1:08:09,1:08:09,62,270,270,0:05:01,0:05:01,6:39:42,6:39:42,69,265,265,0:03:30,0:03:30,3:49:47,3:49:47,59,223,223,11:46:09
224,Jessie Swift,GB,29,224,224,Finisher,1139,F25-29,3937,1:10:45,1:10:45,55,379,379,0:05:06,0:05:06,6:43:07,6:43:07,42,303,303,0:04:09,0:04:09,3:43:53,3:43:53,29,224,224,11:46:59
225,Françoise Längauer,,11,225,225,Finisher,972,F50-54,4254,1:15:18,1:15:18,50,577,577,0:07:52,0:07:52,6:41:00,6:41:00,25,334,334,0:05:40,0:05:40,3:37:21,3:37:21,11,225,225,11:47:12
226,Megan Reuss,US,60,226,226,Finisher,587,F30-34,3639,1:14:10,1:14:10,96,526,526,0:06:51,0:06:51,6:38:42,6:38:42,77,310,310,0:04:37,0:04:37,3:43:07,3:43:07,60,226,226,11:47:28
227,Lenette Nielsen,DK,30,227,227,Finisher,1209,F25-29,3930,1:02:41,1:02:41,22,117,117,0:04:51,0:04:51,6:32:30,6:32:30,17,165,165,0:03:48,0:03:48,4:03:45,4:03:45,30,227,227,11:47:35
228,Leslie Sanderson,CA,4,228,228,Finisher,448,F55-59,4809,0:58:11,0:58:11,2,62,62,0:05:24,0:05:24,6:51:03,6:51:03,6,282,282,0:07:16,0:07:16,3:46:14,3:46:14,4,228,228,11:48:08
229,Xin Li,CN,35,229,229,Finisher,111,F35-39,3660,1:13:48,1:13:48,71,505,505,0:05:01,0:05:01,6:45:40,6:45:40,48,337,337,0:09:15,0:09:15,3:34:27,3:34:27,35,229,229,11:48:12
