rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
105,Sanna Paavilainen,FI,10,105,105,Finisher,902,F40-44,4665,1:11:28,1:11:28,33,313,313,0:04:18,0:04:18,5:24:31,5:24:31,14,114,114,0:04:33,0:04:33,3:40:14,3:40:14,10,105,105,10:25:04
106,Johanna Oregan,GB,11,106,106,Finisher,995,F40-44,4659,1:19:52,1:19:52,113,687,687,0:06:19,0:06:19,5:35:03,5:35:03,42,279,279,0:04:49,0:04:49,3:19:29,3:19:29,11,106,106,10:25:32
107,Katrin Esefeld,DE,12,107,107,Finisher,1009,F40-44,4658,1:12:40,1:12:40,48,371,371,0:03:41,0:03:41,5:28:13,5:28:13,20,138,138,0:04:27,0:04:27,3:36:38,3:36:38,12,107,107,10:25:38
108,Martyna Lewandowska,,13,108,108,Finisher,1439,F25-29,4490,1:13:50,1:13:50,62,412,412,0:03:08,0:03:08,5:28:57,5:28:57,18,147,147,0:03:23,0:03:23,3:36:27,3:36:27,13,108,108,10:25:45
109,Letícia Ferri,,15,109,109,Finisher,649,F30-34,4381,1:30:25,1:30:25,180,1198,1198,0:06:04,0:06:04,5:15:41,5:15:41,37,183,183,0:04:53,0:04:53,3:29:28,3:29:28,15,109,109,10:26:31
110,Laura Mantilla,,14,110,110,Finisher,250,F35-39,4507,1:17:11,1:17:11,86,545,545,0:05:22,0:05:22,5:38:47,5:38:47,44,282,282,0:04:31,0:04:31,3:21:07,3:21:07,14,110,110,10:26:58
111,Melanie Altenbeck-Zorn,,15,111,111,Finisher,199,F35-39,4507,1:16:33,1:16:33,77,523,523,0:03:51,0:03:51,5:19:20,5:19:20,12,111,111,0:03:41,0:03:41,3:43:34,3:43:34,15,111,111,10:27:00
112,Lily Harris,,6,112,112,Finisher,1508,F18-24,4626,1:10:02,1:10:02,20,270,270,0:03:47,0:03:47,5:30:06,5:30:06,9,137,137,0:05:07,0:05:07,3:38:13,3:38:13,6,112,112,10:27:14
113,Carolina Keller,AT,14,113,113,Finisher,1426,F25-29,4471,1:08:24,1:08:24,40,196,196,0:04:05,0:04:05,5:30:06,5:30:06,15,130,130,0:05:11,0:05:11,3:39:36,3:39:36,14,113,113,10:27:21
114,Lisa Heinrichs,DE,16,114,114,Finisher,753,F30-34,4371,1:09:56,1:09:56,48,267,267,0:03:39,0:03:39,5:31:51,5:31:51,25,144,144,0:03:48,0:03:48,3:38:10,3:38:10,16,114,114,10:27:24
115,Alexandra Watt-Shannon,US,44,115,115,Finisher,48,FPRO,3566,0:59:44,0:59:44,26,40,40,0:02:57,0:02:57,5:36:11,5:36:11,42,108,108,0:03:25,0:03:25,3:45:37,3:45:37,44,115,115,10:27:54
116,Sally Wood,AU,16,116,116,Finisher,153,F35-39,4492,0:56:15,0:56:15,1,26,26,0:03:22,0:03:22,5:34:26,5:34:26,10,81,81,0:03:54,0:03:54,3:50:17,3:50:17,16,116,116,10:28:13
117,Kimiko Uji,JP,13,117,117,Finisher,1043,F40-44,4626,1:08:59,1:08:59,27,232,232,0:06:06,0:06:06,5:45:40,5:45:40,40,272,272,0:04:19,0:04:19,3:23:12,3:23:12,13,117,117,10:28:16
118,Tara Mcwilliams,US,17,118,118,Finisher,323,F35-39,4491,0:59:47,0:59:47,5,42,42,0:04:06,0:04:06,5:37:18,5:37:18,13,122,122,0:04:28,0:04:28,3:42:44,3:42:44,17,118,118,10:28:22
119,Ophelie Saussus,BE,15,119,119,Finisher,1390,F25-29,4449,1:07:43,1:07:43,35,175,175,0:03:32,0:03:32,5:34:01,5:34:01,17,143,143,0:03:32,0:03:32,3:40:21,3:40:21,15,119,119,10:29:09
120,Rachael Dols,AU,17,120,120,Finisher,722,F30-34,4346,1:05:12,1:05:12,17,116,116,0:04:39,0:04:39,5:28:59,5:28:59,17,106,106,0:04:00,0:04:00,3:46:39,3:46:39,17,120,120,10:29:29
121,Merle Talviste,,14,121,121,Finisher,923,F40-44,4611,1:00:29,1:00:29,1,51,51,0:03:41,0:03:41,5:13:48,5:13:48,2,45,45,0:04:01,0:04:01,4:07:32,4:07:32,14,121,121,10:29:31
122,Laura Yost,US,3,122,122,Finisher,1138,F50-54,4728,1:24:19,1:24:19,95,936,936,0:03:59,0:03:59,5:25:13,5:25:13,5,198,198,0:04:35,0:04:35,3:31:27,3:31:27,3,122,122,10:29:33
123,Kathleen Bourchier,,7,123,123,Finisher,1582,F45-49,4684,1:07:26,1:07:26,6,164,164,0:05:09,0:05:09,5:29:48,5:29:48,9,128,128,0:04:43,0:04:43,3:42:43,3:42:43,7,123,123,10:29:49
124,Svenja List,,18,124,124,Finisher,745,F30-34,4339,1:08:31,1:08:31,33,202,202,0:05:20,0:05:20,5:19:39,5:19:39,9,80,80,0:04:40,0:04:40,3:51:49,3:51:49,18,124,124,10:30:00
125,Elise Farrazijn,,19,125,125,Finisher,650,F30-34,4332,1:09:47,1:09:47,46,261,261,0:04:43,0:04:43,5:23:13,5:23:13,16,99,99,0:06:10,0:06:10,3:46:41,3:46:41,19,125,125,10:30:35
126,Jill Specht,US,20,126,126,Finisher,725,F30-34,4331,1:08:10,1:08:10,31,186,186,0:04:06,0:04:06,5:14:14,5:14:14,3,57,57,0:04:04,0:04:04,4:00:06,4:00:06,20,126,126,10:30:41
127,Isabelle Hüsken,DE,21,127,127,Finisher,790,F30-34,4327,0:57:35,0:57:35,1,28,28,0:03:45,0:03:45,5:39:44,5:39:44,21,120,120,0:05:29,0:05:29,3:44:28,3:44:28,21,127,127,10:31:01
128,Lin Xu,,15,128,128,Finisher,1050,F40-44,4591,1:08:30,1:08:30,25,200,200,0:04:48,0:04:48,5:31:20,5:31:20,21,139,139,0:04:54,0:04:54,3:41:40,3:41:40,15,128,128,10:31:12
129,Heidi Saluveer,SE,7,129,129,Finisher,1462,F18-24,4570,1:04:20,1:04:20,8,100,100,0:03:12,0:03:12,5:29:58,5:29:58,6,96,96,0:04:12,0:04:12,3:50:09,3:50:09,7,129,129,10:31:52
130,Lorenza Guzmán Hentschel,,22,130,130,Finisher,763,F30-34,4310,1:00:56,1:00:56,5,68,68,0:04:30,0:04:30,5:29:49,5:29:49,12,87,87,0:04:47,0:04:47,3:52:27,3:52:27,22,130,130,10:32:28
131,Brenda Schaupp,DO,16,131,131,Finisher,1020,F40-44,4575,1:08:02,1:08:02,16,181,181,0:04:04,0:04:04,5:28:37,5:28:37,15,118,118,0:04:11,0:04:11,3:47:37,3:47:37,16,131,131,10:32:31
132,Cailla Patterson,CA,4,132,132,Finisher,1232,F50-54,4690,1:09:13,1:09:13,13,238,238,0:05:53,0:05:53,5:39:15,5:39:15,6,202,202,0:04:45,0:04:45,3:33:35,3:33:35,4,132,132,10:32:41
133,Jen Keith,,17,133,133,Finisher,841,F40-44,4572,1:05:15,1:05:15,8,118,118,0:04:10,0:04:10,5:28:59,5:28:59,12,103,103,0:05:05,0:05:05,3:49:17,3:49:17,17,133,133,10:32:45
134,Rebecca Sack,DE,18,134,134,Finisher,924,F40-44,4571,1:12:03,1:12:03,42,343,343,0:05:11,0:05:11,5:30:51,5:30:51,24,161,161,0:05:27,0:05:27,3:39:21,3:39:21,18,134,134,10:32:53
135,Cami Eckhoff,,19,135,135,Finisher,846,F40-44,4568,1:04:16,1:04:16,6,99,99,0:06:35,0:06:35,5:34:12,5:34:12,22,141,141,0:08:46,0:08:46,3:39:17,3:39:17,19,135,135,10:33:06
136,Yixuan Chen,,8,136,136,Finisher,1449,F18-24,4544,0:59:36,0:59:36,3,39,39,0:04:41,0:04:41,5:48:45,5:48:45,13,193,193,0:05:37,0:05:37,3:35:25,3:35:25,8,136,136,10:34:04
137,Camila Lupi,,16,137,137,Finisher,1418,F25-29,4389,1:13:16,1:13:16,58,400,400,0:03:42,0:03:42,5:25:59,5:25:59,16,132,132,0:05:13,0:05:13,3:46:00,3:46:00,16,137,137,10:34:09
138,Anne Haehner,CR,20,138,138,Finisher,1049,F40-44,4550,1:08:11,1:08:11,18,187,187,0:07:05,0:07:05,5:45:46,5:45:46,41,275,275,0:08:49,0:08:49,3:24:48,3:24:48,20,138,138,10:34:39
139,Amanda Altoe,BR,18,139,139,Finisher,236,F35-39,4413,1:06:46,1:06:46,19,150,150,0:04:21,0:04:21,5:34:26,5:34:26,17,145,145,0:05:12,0:05:12,3:44:07,3:44:07,18,139,139,10:34:52
140,Evelin Silveira Bombonatto,,23,140,140,Finisher,642,F30-34,4263,1:18:46,1:18:46,108,624,624,0:03:50,0:03:50,5:37:34,5:37:34,61,267,267,0:03:04,0:03:04,3:33:05,3:33:05,23,140,140,10:36:20
141,Judith Wirth,DE,21,141,141,Finisher,865,F40-44,4525,1:13:46,1:13:46,55,410,410,0:04:14,0:04:14,5:23:37,5:23:37,16,124,124,0:04:56,0:04:56,3:50:11,3:50:11,21,141,141,10:36:44
142,Lucile Forin,,24,142,142,Finisher,739,F30-34,4253,1:26:15,1:26:15,164,1032,1032,0:04:21,0:04:21,5:20:18,5:20:18,34,178,178,0:04:19,0:04:19,3:42:00,3:42:00,24,142,142,10:37:13
143,Joanne Gribler,,19,143,143,Finisher,230,F35-39,4384,1:06:56,1:06:56,22,154,154,0:04:20,0:04:20,5:33:38,5:33:38,16,140,140,0:03:47,0:03:47,3:48:33,3:48:33,19,143,143,10:37:14
144,Julie Hemar,FR,22,144,144,Finisher,1064,F40-44,4517,1:19:17,1:19:17,100,647,647,0:06:25,0:06:25,5:33:59,5:33:59,36,256,256,0:05:29,0:05:29,3:32:10,3:32:10,22,144,144,10:37:20
145,Nadine Stillger,DE,8,145,145,Finisher,1575,F45-49,4594,1:27:39,1:27:39,158,1092,1092,0:04:45,0:04:45,5:28:45,5:28:45,24,277,277,0:08:35,0:08:35,3:27:37,3:27:37,8,145,145,10:37:21
146,Amanda Almond,US,20,146,146,Finisher,132,F35-39,4380,1:15:36,1:15:36,75,503,503,0:04:04,0:04:04,5:42:20,5:42:20,47,288,288,0:03:45,0:03:45,3:31:50,3:31:50,20,146,146,10:37:35
147,Julia De Leeuw,,25,147,147,Finisher,831,F30-34,4248,1:06:44,1:06:44,24,148,148,0:04:37,0:04:37,5:29:44,5:29:44,22,121,121,0:05:03,0:05:03,3:51:28,3:51:28,25,147,147,10:37:37
148,Ashley Zaccaro,,26,148,148,Finisher,679,F30-34,4241,1:20:25,1:20:25,115,718,718,0:07:14,0:07:14,5:31:12,5:31:12,55,246,246,0:11:14,0:11:14,3:28:07,3:28:07,26,148,148,10:38:11
149,Venla Koivula,,9,149,149,Finisher,1536,F45-49,4581,1:08:12,1:08:12,9,188,188,0:03:13,0:03:13,5:40:35,5:40:35,15,181,181,0:04:48,0:04:48,3:41:36,3:41:36,9,149,149,10:38:24
150,Alexandra Sborov,US,27,150,150,Finisher,676,F30-34,4234,1:07:23,1:07:23,29,163,163,0:04:55,0:04:55,5:46:13,5:46:13,54,243,243,0:03:55,0:03:55,3:36:22,3:36:22,27,150,150,10:38:49
151,Patricia Rauber,,28,151,151,Finisher,759,F30-34,4232,1:12:28,1:12:28,73,366,366,0:03:46,0:03:46,5:31:52,5:31:52,30,162,162,0:03:37,0:03:37,3:47:15,3:47:15,28,151,151,10:38:57
152,Laure Kuntz Waeldin,,29,152,152,Finisher,765,F30-34,4228,1:14:46,1:14:46,86,446,446,0:05:36,0:05:36,5:26:04,5:26:04,26,150,150,0:04:40,0:04:40,3:48:12,3:48:12,29,152,152,10:39:17
153,Ada Bravo,,17,153,153,Finisher,1416,F25-29,4324,1:00:36,1:00:36,10,58,58,0:05:40,0:05:40,5:57:53,5:57:53,38,306,306,0:04:30,0:04:30,3:30:55,3:30:55,17,153,153,10:39:34
154,NORIKO ICHIKAWA,JP,23,154,154,Finisher,963,F40-44,4482,1:18:57,1:18:57,92,629,629,0:06:20,0:06:20,5:36:33,5:36:33,43,287,287,0:05:04,0:05:04,3:33:22,3:33:22,23,154,154,10:40:18
155,Brigitte Mcmahon,CH,1,155,155,Finisher,602,F55-59,5000,1:07:41,1:07:41,2,174,174,0:04:49,0:04:49,5:37:49,5:37:49,1,170,170,0:05:16,0:05:16,3:44:46,3:44:46,1,155,155,10:40:21
156,Ling Er Choo,,21,156,156,Finisher,267,F35-39,4340,1:15:30,1:15:30,72,495,495,0:03:50,0:03:50,5:36:01,5:36:01,28,215,215,0:03:47,0:03:47,3:41:44,3:41:44,21,156,156,10:40:53
157,GABRIELA FERREIRA,,24,157,157,Finisher,847,F40-44,4471,1:16:46,1:16:46,72,534,534,0:04:14,0:04:14,5:26:37,5:26:37,23,156,156,0:05:04,0:05:04,3:48:32,3:48:32,24,157,157,10:41:13
158,Nerys Jones,,25,158,158,Finisher,895,F40-44,4470,1:23:04,1:23:04,141,872,872,0:05:01,0:05:01,5:31:41,5:31:41,37,259,259,0:06:00,0:06:00,3:35:30,3:35:30,25,158,158,10:41:16
159,Emily Bugoy,CA,22,159,159,Finisher,175,F35-39,4336,1:31:53,1:31:53,171,1243,1243,0:06:31,0:06:31,5:21:06,5:21:06,37,253,253,0:06:17,0:06:17,3:35:30,3:35:30,22,159,159,10:41:17
160,Christine Bruno,,23,160,160,Finisher,202,F35-39,4333,1:00:30,1:00:30,7,52,52,0:04:33,0:04:33,5:43:33,5:43:33,21,165,165,0:05:17,0:05:17,3:47:36,3:47:36,23,160,160,10:41:29
161,Paige Mcclung,US,30,161,161,Finisher,669,F30-34,4200,1:02:02,1:02:02,8,78,78,0:04:53,0:04:53,5:26:00,5:26:00,8,78,78,0:08:33,0:08:33,4:00:06,4:00:06,30,161,161,10:41:35
162,Anna-Kaisa Pietilainen,FI,10,162,162,Finisher,1538,F45-49,4540,1:08:09,1:08:09,8,184,184,0:03:23,0:03:23,5:30:57,5:30:57,10,129,129,0:04:18,0:04:18,3:55:00,3:55:00,10,162,162,10:41:47
163,Jennifer Sylva,,26,163,163,Finisher,991,F40-44,4463,1:13:50,1:13:50,56,413,413,0:03:36,0:03:36,5:18:23,5:18:23,9,88,88,0:08:55,0:08:55,3:57:10,3:57:10,26,163,163,10:41:54
164,Kyleigh Schumacher,US,18,164,164,Finisher,1445,F25-29,4294,1:13:39,1:13:39,61,409,409,0:04:51,0:04:51,5:36:28,5:36:28,28,211,211,0:06:10,0:06:10,3:40:56,3:40:56,18,164,164,10:42:04
165,Natasha Cooper-Smith,GB,19,165,165,Finisher,1315,F25-29,4284,1:04:07,1:04:07,17,97,97,0:05:13,0:05:13,5:38:50,5:38:50,21,163,163,0:04:44,0:04:44,3:49:58,3:49:58,19,165,165,10:42:52
166,Jordan Townsend,CA,9,166,166,Finisher,1482,F18-24,4436,1:03:03,1:03:03,6,86,86,0:04:58,0:04:58,5:46:50,5:46:50,16,209,209,0:04:06,0:04:06,3:44:06,3:44:06,9,166,166,10:43:02
167,Cristine Lopes,,11,167,167,Finisher,1604,F45-49,4525,1:41:39,1:41:39,214,1443,1443,0:05:15,0:05:15,5:10:56,5:10:56,22,236,236,0:06:23,0:06:23,3:38:51,3:38:51,11,167,167,10:43:04
168,Chloé Chevalier,FR,31,168,168,Finisher,686,F30-34,4178,1:15:11,1:15:11,94,478,478,0:04:27,0:04:27,5:54:15,5:54:15,84,420,420,0:07:06,0:07:06,3:22:27,3:22:27,31,168,168,10:43:26
169,Lisa Purzner,CA,24,169,169,Finisher,243,F35-39,4308,1:10:37,1:10:37,48,288,288,0:06:09,0:06:09,5:37:27,5:37:27,26,201,201,0:06:03,0:06:03,3:43:17,3:43:17,24,169,169,10:43:33
170,Victoria  Achtig,,32,170,170,Finisher,756,F30-34,4174,1:09:24,1:09:24,44,245,245,0:04:21,0:04:21,5:29:27,5:29:27,23,134,134,0:05:30,0:05:30,3:55:03,3:55:03,32,170,170,10:43:46
171,Bettina Innocenti,FR,25,171,171,Finisher,298,F35-39,4288,1:03:48,1:03:48,11,93,93,0:04:02,0:04:02,5:59:16,5:59:16,54,336,336,0:03:54,0:03:54,3:34:16,3:34:16,25,171,171,10:45:15
172,Emanuela Venturelli,,12,172,172,Finisher,1605,F45-49,4498,1:08:25,1:08:25,11,198,198,0:05:26,0:05:26,5:34:11,5:34:11,13,160,160,0:04:31,0:04:31,3:52:46,3:52:46,12,172,172,10:45:19
173,Kim Essers,DE,20,173,173,Finisher,1436,F25-29,4253,1:05:39,1:05:39,27,133,133,0:04:04,0:04:04,5:38:02,5:38:02,19,157,157,0:04:34,0:04:34,3:53:08,3:53:08,20,173,173,10:45:27
174,Hikari Tamura,JP,21,174,174,Finisher,1382,F25-29,4253,1:04:51,1:04:51,19,107,107,0:06:52,0:06:52,5:54:26,5:54:26,40,324,324,0:07:47,0:07:47,3:31:35,3:31:35,21,174,174,10:45:31
175,Sarah Spooner,,33,175,175,Finisher,813,F30-34,4147,1:06:20,1:06:20,23,141,141,0:04:26,0:04:26,5:23:42,5:23:42,11,83,83,0:03:54,0:03:54,4:07:39,4:07:39,33,175,175,10:46:02
176,Emma Dörr,DE,10,176,176,Finisher,1506,F18-24,4398,1:14:05,1:14:05,32,421,421,0:05:02,0:05:02,5:34:01,5:34:01,14,195,195,0:05:12,0:05:12,3:47:49,3:47:49,10,176,176,10:46:10
177,Luisa Lopez Trigos,CO,34,177,177,Finisher,709,F30-34,4144,1:12:16,1:12:16,68,359,359,0:07:29,0:07:29,5:34:13,5:34:13,43,199,199,0:06:16,0:06:16,3:46:03,3:46:03,34,177,177,10:46:17
178,Agathe Arnaud,FR,35,178,178,Finisher,829,F30-34,4143,1:08:14,1:08:14,32,189,189,0:03:57,0:03:57,5:40:56,5:40:56,42,194,194,0:04:46,0:04:46,3:48:29,3:48:29,35,178,178,10:46:22
179,Casey Adams,US,26,179,179,Finisher,278,F35-39,4272,1:10:50,1:10:50,59,300,300,0:03:51,0:03:51,5:32:25,5:32:25,18,154,154,0:05:07,0:05:07,3:54:21,3:54:21,26,179,179,10:46:34
180,Lívia Bustamante da Rocha Mendes,,27,180,180,Finisher,1052,F40-44,4406,1:19:25,1:19:25,104,659,659,0:03:00,0:03:00,5:37:50,5:37:50,39,268,268,0:03:53,0:03:53,3:42:31,3:42:31,27,180,180,10:46:39
181,Bianca Guedes,,36,181,181,Finisher,657,F30-34,4138,1:16:35,1:16:35,100,524,524,0:03:52,0:03:52,5:38:50,5:38:50,56,250,250,0:03:34,0:03:34,3:43:56,3:43:56,36,181,181,10:46:48
182,Claudia Galceran,,11,182,182,Finisher,1463,F18-24,4390,1:11:57,1:11:57,23,336,336,0:04:27,0:04:27,5:25:00,5:25:00,8,123,123,0:05:03,0:05:03,4:00:22,4:00:22,11,182,182,10:46:50
183,Kimberly Wikel,US,13,183,183,Finisher,1701,F45-49,4479,1:23:06,1:23:06,122,879,879,0:04:44,0:04:44,5:42:19,5:42:19,33,373,373,0:03:45,0:03:45,3:33:00,3:33:00,13,183,183,10:46:54
184,Ashleigh Mason,GB,22,184,184,Finisher,1386,F25-29,4232,1:01:23,1:01:23,11,72,72,0:05:19,0:05:19,5:42:00,5:42:00,22,166,166,0:04:38,0:04:38,3:53:55,3:53:55,22,184,184,10:47:15
185,Theresa Sterzenbach,AT,37,185,185,Finisher,774,F30-34,4132,1:22:53,1:22:53,136,858,858,0:05:04,0:05:04,5:30:11,5:30:11,52,238,238,0:03:49,0:03:49,3:45:18,3:45:18,37,185,185,10:47:16
186,Mayu Nakamura,,38,186,186,Finisher,704,F30-34,4131,1:05:12,1:05:12,18,117,117,0:06:31,0:06:31,5:34:45,5:34:45,28,152,152,0:07:06,0:07:06,3:53:48,3:53:48,38,186,186,10:47:22
187,Luchi Dibbern,AR,28,187,187,Finisher,862,F40-44,4396,1:15:58,1:15:58,68,510,510,0:04:19,0:04:19,5:34:56,5:34:56,27,213,213,0:04:15,0:04:15,3:48:00,3:48:00,28,187,187,10:47:28
188,Petra Bakosova,SK,27,188,188,Finisher,240,F35-39,4260,1:15:17,1:15:17,69,486,486,0:04:26,0:04:26,5:40:18,5:40:18,39,265,265,0:03:16,0:03:16,3:44:21,3:44:21,27,188,188,10:47:37
189,Maya Siebert,DE,12,189,189,Finisher,1459,F18-24,4380,1:05:38,1:05:38,11,131,131,0:04:30,0:04:30,5:29:41,5:29:41,7,112,112,0:04:00,0:04:00,4:03:55,4:03:55,12,189,189,10:47:44
190,Adele Martin,GB,39,190,190,Finisher,638,F30-34,4126,1:13:16,1:13:16,81,399,399,0:04:41,0:04:41,5:35:04,5:35:04,41,192,192,0:05:51,0:05:51,3:48:57,3:48:57,39,190,190,10:47:49
191,Marie-Theres Gurschler,,23,191,191,Finisher,1447,F25-29,4225,1:17:37,1:17:37,72,568,568,0:05:22,0:05:22,5:27:38,5:27:38,25,174,174,0:05:44,0:05:44,3:51:29,3:51:29,23,191,191,10:47:49
192,My Nguyen Thi Tra,,24,192,192,Finisher,1433,F25-29,4225,1:04:54,1:04:54,20,108,108,0:06:43,0:06:43,5:38:07,5:38:07,23,169,169,0:08:35,0:08:35,3:49:31,3:49:31,24,192,192,10:47:50
193,Anais Beuchet,FR,29,193,193,Finisher,859,F40-44,4391,1:21:25,1:21:25,125,772,772,0:07:03,0:07:03,5:36:43,5:36:43,51,319,319,0:05:00,0:05:00,3:37:39,3:37:39,29,193,193,10:47:51
194,Anna Ratliff,US,40,194,194,Finisher,769,F30-34,4119,1:16:25,1:16:25,99,519,519,0:04:44,0:04:44,5:33:27,5:33:27,45,205,205,0:04:44,0:04:44,3:49:02,3:49:02,40,194,194,10:48:22
195,Meagan Perlstein,,14,195,195,Finisher,1533,F45-49,4460,1:08:39,1:08:39,13,212,212,0:04:50,0:04:50,5:23:24,5:23:24,4,95,95,0:05:00,0:05:00,4:06:36,4:06:36,14,195,195,10:48:28
196,Nadine Hunt,AU,28,196,196,Finisher,228,F35-39,4248,1:17:52,1:17:52,92,578,578,0:05:51,0:05:51,5:45:12,5:45:12,59,354,354,0:03:53,0:03:53,3:35:48,3:35:48,28,196,196,10:48:36
197,Julia Curry,,29,197,197,Finisher,214,F35-39,4246,1:11:43,1:11:43,61,321,321,0:04:53,0:04:53,5:31:19,5:31:19,20,159,159,0:04:18,0:04:18,3:56:32,3:56:32,29,197,197,10:48:45
198,Ana Naranjo,,15,198,198,Finisher,1613,F45-49,4457,1:14:57,1:14:57,50,464,464,0:04:59,0:04:59,5:36:15,5:36:15,20,224,224,0:06:23,0:06:23,3:46:11,3:46:11,15,198,198,10:48:45
199,Ava Jih-Schiff,US,13,199,199,Finisher,1504,F18-24,4366,1:01:39,1:01:39,5,75,75,0:04:15,0:04:15,5:30:25,5:30:25,5,92,92,0:05:03,0:05:03,4:07:29,4:07:29,13,199,199,10:48:51
200,Sara Mareco,BR,30,200,200,Finisher,928,F40-44,4378,1:32:56,1:32:56,200,1269,1269,0:04:47,0:04:47,5:37:32,5:37:32,75,437,437,0:06:32,0:06:32,3:27:10,3:27:10,30,200,200,10:48:56
201,Natalie Howie,,41,201,201,Finisher,825,F30-34,4111,1:12:18,1:12:18,70,361,361,0:06:54,0:06:54,5:43:57,5:43:57,64,298,298,0:05:02,0:05:02,3:40:49,3:40:49,41,201,201,10:49:01
202,Mirjam Markert,DE,30,202,202,Finisher,166,F35-39,4243,1:07:12,1:07:12,24,158,158,0:03:39,0:03:39,5:44:26,5:44:26,27,214,214,0:03:41,0:03:41,3:50:04,3:50:04,30,202,202,10:49:01
203,Leonie Rauch,DE,25,203,203,Finisher,1375,F25-29,4210,1:11:23,1:11:23,50,309,309,0:06:41,0:06:41,5:37:55,5:37:55,32,222,222,0:06:19,0:06:19,3:46:48,3:46:48,25,203,203,10:49:05
204,Beate Van Loo-Born,,16,204,204,Finisher,1564,F45-49,4452,1:23:06,1:23:06,120,876,876,0:05:33,0:05:33,5:17:21,5:17:21,12,148,148,0:06:26,0:06:26,3:56:45,3:56:45,16,204,204,10:49:11
205,Elizabeth Waterstraat,US,5,205,205,Finisher,1113,F50-54,4492,1:13:05,1:13:05,26,387,387,0:05:18,0:05:18,5:52:49,5:52:49,25,388,388,0:05:42,0:05:42,3:32:18,3:32:18,5,205,205,10:49:13
206,Yurika wakatsuki,JP,42,206,206,Finisher,723,F30-34,4108,1:20:37,1:20:37,117,733,733,0:03:39,0:03:39,5:35:32,5:35:32,58,260,260,0:04:43,0:04:43,3:44:45,3:44:45,42,206,206,10:49:17
207,Meike Farber,DE,43,207,207,Finisher,629,F30-34,4107,1:11:40,1:11:40,54,316,316,0:04:09,0:04:09,5:35:41,5:35:41,36,180,180,0:04:53,0:04:53,3:52:58,3:52:58,43,207,207,10:49:22
208,Colleen Baker,,31,208,208,Finisher,135,F35-39,4238,1:15:03,1:15:03,67,472,472,0:05:05,0:05:05,5:47:35,5:47:35,55,341,341,0:06:51,0:06:51,3:34:50,3:34:50,31,208,208,10:49:24
209,Alexandra Mia Andersen,,44,209,209,Finisher,734,F30-34,4106,1:07:17,1:07:17,27,160,160,0:03:33,0:03:33,5:39:51,5:39:51,32,175,175,0:04:42,0:04:42,3:54:02,3:54:02,44,209,209,10:49:25
210,Anna Kleemann,DE,32,210,210,Finisher,271,F35-39,4238,1:19:16,1:19:16,100,645,645,0:05:50,0:05:50,5:55:18,5:55:18,85,493,493,0:06:27,0:06:27,3:22:34,3:22:34,32,210,210,10:49:26
211,Olivia Moore,GB,45,211,211,Finisher,660,F30-34,4105,1:05:06,1:05:06,14,112,112,0:05:43,0:05:43,6:05:39,6:05:39,94,453,453,0:06:15,0:06:15,3:26:51,3:26:51,45,211,211,10:49:34
212,TAKAHASHI KANA,,46,212,212,Finisher,817,F30-34,4104,1:24:48,1:24:48,154,966,966,0:06:19,0:06:19,5:59:29,5:59:29,126,634,634,0:04:50,0:04:50,3:14:12,3:14:12,46,212,212,10:49:37
213,Paulina Prugar-Fukowska,PL,31,213,213,Finisher,976,F40-44,4362,1:20:59,1:20:59,120,750,750,0:04:25,0:04:25,5:37:54,5:37:54,46,300,300,0:05:52,0:05:52,3:41:06,3:41:06,31,213,213,10:50:15
214,Victoria Hill,SG,6,214,214,Finisher,1148,F50-54,4476,1:22:37,1:22:37,88,841,841,0:05:12,0:05:12,5:39:29,5:39:29,21,339,339,0:04:36,0:04:36,3:38:37,3:38:37,6,214,214,10:50:32
215,Felicity Joyce,US,32,215,215,Finisher,1060,F40-44,4350,1:08:24,1:08:24,23,197,197,0:04:29,0:04:29,5:19:19,5:19:19,6,75,75,0:05:16,0:05:16,4:13:49,4:13:49,32,215,215,10:51:17
216,Anna Latva-Pukkila,FI,33,216,216,Finisher,318,F35-39,4205,1:08:32,1:08:32,26,203,203,0:06:21,0:06:21,5:44:31,5:44:31,36,252,252,0:04:19,0:04:19,3:48:25,3:48:25,33,216,216,10:52:08
217,Ashley Robota,,33,217,217,Finisher,901,F40-44,4334,1:06:04,1:06:04,11,138,138,0:05:12,0:05:12,5:31:00,5:31:00,18,127,127,0:07:05,0:07:05,4:03:15,4:03:15,33,217,217,10:52:36
218,Laura Bardsley,GB,47,218,218,Finisher,798,F30-34,4065,1:08:34,1:08:34,34,205,205,0:05:47,0:05:47,5:38:03,5:38:03,38,184,184,0:07:22,0:07:22,3:53:05,3:53:05,47,218,218,10:52:52
219,Laura Mcdonald,US,34,219,219,Finisher,1010,F40-44,4330,1:07:10,1:07:10,12,157,157,0:05:46,0:05:46,5:37:25,5:37:25,25,171,171,0:10:15,0:10:15,3:52:23,3:52:23,34,219,219,10:52:59
